10857,1,0,0
10857,2,0,0
10857,3,0,0
10857,4,0,0
10857,5,0,0
10857,6,0,0
1198828,1,0,0
1198828,2,0,0
1198828,3,0,0
1198828,4,0,0
1252,1,0,0
1252,2,0,0
1252,3,0,0
1252,4,0,0
1252,5,0,0
13818,1,0,0
13818,2,0,0
13818,3,0,0
13818,4,0,0
13818,5,0,0
13818,6,0,0
13818,7,0,0
13818,8,0,0
142095,1,0,0
142095,2,0,0
142095,3,0,0
142095,4,0,0
15650,1,0,0
15650,2,0,0
15650,3,0,0
15650,4,0,0
15650,5,0,0
15650,6,0,0
15650,7,0,0
15650,8,0,0
15855,1,0,0
15855,2,0,0
15855,3,0,0
1625,1,0,0
1625,2,0,0
1625,3,0,0
1625,4,0,0
1635,1,0,0
1635,2,0,0
1635,3,0,0
1635,4,0,0
18704,1,0,0
18704,2,0,0
18704,3,0,0
18704,4,0,0
18704,5,0,0
18704,6,0,0
21482,1,0,0
21482,2,0,0
21482,3,0,0
23313,1,0,0
23313,2,0,0
23313,3,0,0
23313,4,0,0
23313,5,0,0
25628,1,0,0
25628,10,0,0
25628,11,0,0
25628,12,0,0
25628,13,0,0
25628,14,0,0
25628,15,0,0
25628,16,0,0
25628,17,0,0
25628,18,0,0
25628,19,0,0
25628,2,0,0
25628,20,0,0
25628,21,0,0
25628,22,0,0
25628,23,0,0
25628,24,0,0
25628,25,0,0
25628,26,0,0
25628,3,0,0
25628,4,0,0
25628,5,0,0
25628,6,0,0
25628,7,0,0
25628,8,0,0
25628,9,0,0
34768,1,0,0
34768,2,0,0
34768,3,0,0
34768,4,0,0
36163,1,0,0
36163,2,0,0
36163,3,0,0
37893,1,0,0
37893,10,0,0
37893,11,0,0
37893,2,0,0
37893,3,0,0
37893,4,0,0
37893,5,0,0
37893,6,0,0
37893,7,0,0
37893,8,0,0
37893,9,0,0
4,1,0,0
4,2,0,0
4,3,0,0
40376,1,0,0
40376,2,0,0
40376,3,0,0
40376,4,0,0
5597,1,0,0
5597,2,0,0
5597,3,0,0
5597,4,0,0
58628,1,0,0
58628,2,0,0
58628,3,0,0
58628,4,0,0
58628,5,0,0
58628,6,0,0
58628,7,0,0
58628,8,0,0
7286,1,0,0
7286,2,0,0
7286,3,0,0
7286,4,0,0
7286,5,0,0
7286,6,0,0
7286,7,0,0
7286,8,0,0
90393,1,0,0
90393,2,0,0
90393,3,0,0
90393,4,0,0
90393,5,0,0
94,1,0,0
94,2,0,0
94,3,0,0
